用户ID,商品,购买日期,购买价格 (元)
2143,Food & Beverage,2023-10-08,4047
3079,Shoes,2023-10-26,1918
3442,Cosmetics,2023-11-19,9953
3602,Toys,2023-09-26,4355
4313,Clothing,2023-10-03,6676
1293,Technology,2023-10-01,223
1963,Cosmetics,2023-11-27,9035
1156,Food & Beverage,2023-10-20,4879
5526,Technology,2023-10-30,9497
1036,Toys,2023-10-23,7624
5955,Clothing,2023-11-23,5640
3789,Toys,2023-09-10,6040
2238,Books,2023-11-12,8778
4821,Toys,2023-09-13,2638
2064,Technology,2023-10-12,519
3160,Cosmetics,2023-09-29,4317
2570,Books,2023-10-12,8679
5517,Toys,2023-11-10,5013
3639,Technology,2023-09-10,874
4990,Shoes,2023-09-19,1692
4798,Clothing,2023-10-20,2584
2439,Cosmetics,2023-09-08,2973
5230,Books,2023-10-08,9278
5304,Shoes,2023-10-06,6295
4677,Clothing,2023-09-27,4994
1602,Cosmetics,2023-10-19,8654
4418,Clothing,2023-10-21,2546
5715,Technology,2023-09-11,2071
1705,Cosmetics,2023-11-29,1158
5768,Books,2023-09-15,8829
3573,Food & Beverage,2023-11-18,9810
3400,Food & Beverage,2023-11-27,8297
5808,Cosmetics,2023-11-29,5101
1072,Clothing,2023-11-24,6014
3748,Books,2023-09-27,6662
3090,Technology,2023-11-09,4432
3070,Books,2023-09-14,2482
5092,Cosmetics,2023-11-06,7715
1177,Food & Beverage,2023-11-17,2580
4057,Books,2023-10-28,8451
4287,Food & Beverage,2023-09-24,3475
2750,Books,2023-10-08,2509
5103,Books,2023-10-22,5445
2099,Cosmetics,2023-10-06,539
4690,Clothing,2023-10-01,3839
4365,Shoes,2023-10-07,1490
2588,Food & Beverage,2023-11-02,5466
2320,Food & Beverage,2023-09-19,5921
5330,Food & Beverage,2023-11-01,4308
4412,Technology,2023-09-29,704
5675,Cosmetics,2023-10-31,3004
2307,Shoes,2023-09-18,4886
2314,Technology,2023-11-20,657
1661,Technology,2023-11-08,7549
2377,Technology,2023-10-04,4358
3259,Shoes,2023-10-19,2282
5767,Technology,2023-11-26,8844
2249,Clothing,2023-09-15,8398
5418,Books,2023-10-02,3859
5480,Food & Beverage,2023-10-16,7501
3912,Technology,2023-11-08,1640
2144,Clothing,2023-11-19,4878
1896,Toys,2023-11-13,7123
5983,Shoes,2023-11-09,8345
3004,Cosmetics,2023-10-07,2455
3574,Books,2023-11-14,4112
1889,Clothing,2023-11-08,3077
5941,Clothing,2023-11-05,8501
5828,Shoes,2023-11-29,5841
3090,Clothing,2023-10-04,2432
3686,Books,2023-10-23,6681
5248,Food & Beverage,2023-10-10,6060
1687,Clothing,2023-11-24,4750
4166,Clothing,2023-09-29,7560
2925,Food & Beverage,2023-11-23,4807
4078,Books,2023-10-17,6154
1796,Clothing,2023-09-04,5388
2126,Cosmetics,2023-10-26,2255
2214,Technology,2023-11-19,1998
3818,Clothing,2023-10-03,3582
1335,Cosmetics,2023-10-11,1697
4714,Technology,2023-11-20,9959
4931,Technology,2023-10-31,8635
1396,Clothing,2023-09-22,7477
2930,Clothing,2023-11-24,7452
5244,Technology,2023-10-22,4939
2958,Books,2023-10-26,6515
3295,Food & Beverage,2023-11-07,4745
5607,Clothing,2023-09-13,6101
2305,Technology,2023-10-26,1550
4560,Clothing,2023-09-13,9842
3879,Food & Beverage,2023-09-07,7467
2188,Shoes,2023-10-04,2930
2421,Shoes,2023-10-18,7846
5545,Food & Beverage,2023-10-26,9967
4378,Technology,2023-11-24,3952
5294,Shoes,2023-09-21,4157
4960,Books,2023-10-25,8871
1308,Books,2023-09-07,7199
5283,Clothing,2023-11-02,1598
2408,Shoes,2023-09-24,6469
5999,Cosmetics,2023-11-04,7242
1674,Technology,2023-11-09,5770
2733,Food & Beverage,2023-11-09,2559
5886,Toys,2023-11-09,2461
4776,Technology,2023-10-15,8040
2727,Clothing,2023-11-27,9039
5586,Books,2023-10-25,974
5154,Technology,2023-09-21,8907
2844,Toys,2023-10-18,4741
5193,Books,2023-09-01,9864
1549,Clothing,2023-10-06,4297
3278,Clothing,2023-11-14,2477
5557,Shoes,2023-10-01,8985
4283,Clothing,2023-11-19,8122
1287,Technology,2023-11-04,4081
4836,Technology,2023-10-03,9032
1530,Shoes,2023-10-03,442
2696,Toys,2023-09-18,2347
3967,Food & Beverage,2023-11-07,5807
3529,Books,2023-11-16,5478
5326,Cosmetics,2023-09-24,499
1601,Technology,2023-09-30,1574
1107,Shoes,2023-09-14,474
2269,Food & Beverage,2023-11-18,3870
2989,Clothing,2023-09-26,4960
5913,Cosmetics,2023-09-01,5896
2731,Food & Beverage,2023-10-07,4507
4164,Books,2023-09-08,5287
2665,Books,2023-10-12,4968
3307,Clothing,2023-10-16,9217
1332,Food & Beverage,2023-09-21,3208
3627,Books,2023-09-02,6339
4451,Clothing,2023-11-19,3659
1292,Cosmetics,2023-11-10,7396
3166,Cosmetics,2023-10-10,2151
2060,Cosmetics,2023-10-24,3292
5581,Cosmetics,2023-11-01,2940
1496,Shoes,2023-11-13,3386
2467,Cosmetics,2023-09-25,3413
4243,Technology,2023-11-12,6506
5978,Clothing,2023-11-09,375
2635,Toys,2023-09-27,4246
4514,Clothing,2023-11-09,5437
5058,Cosmetics,2023-09-13,9729
1305,Cosmetics,2023-10-20,5133
3613,Shoes,2023-11-19,549
3578,Toys,2023-09-15,6962
4407,Cosmetics,2023-11-14,2152
2684,Clothing,2023-09-12,6305
5469,Shoes,2023-09-02,768
1361,Books,2023-10-10,3035
3005,Shoes,2023-09-21,7974
5681,Toys,2023-10-08,2116
3665,Toys,2023-10-25,4089
5605,Food & Beverage,2023-10-30,304
2416,Cosmetics,2023-11-09,7227
3954,Books,2023-09-16,8894
3677,Clothing,2023-09-21,3402
4931,Books,2023-10-14,2959
3606,Toys,2023-09-24,7867
1657,Food & Beverage,2023-09-03,2524
3215,Clothing,2023-10-03,6146
3050,Shoes,2023-09-27,9036
1943,Books,2023-10-18,6145
1981,Books,2023-11-12,7856
5639,Technology,2023-11-26,5135
4331,Books,2023-09-02,5002
2329,Clothing,2023-09-26,5661
4054,Food & Beverage,2023-11-23,4242
2074,Shoes,2023-09-27,4121
4687,Technology,2023-10-21,5592
1685,Toys,2023-10-30,7074
1482,Books,2023-10-06,2980
4820,Shoes,2023-11-26,8392
5431,Food & Beverage,2023-09-23,7205
4244,Shoes,2023-11-12,9681
4014,Technology,2023-11-13,5291
3636,Books,2023-10-26,4040
4032,Toys,2023-10-30,5176
4299,Food & Beverage,2023-11-26,7506
3162,Cosmetics,2023-11-08,3290
1472,Books,2023-11-01,8509
5887,Cosmetics,2023-09-24,4284
3346,Clothing,2023-10-04,3822
1389,Toys,2023-11-19,9314
2214,Food & Beverage,2023-10-25,2234
2074,Toys,2023-10-27,3845
1132,Cosmetics,2023-09-15,4900
2091,Shoes,2023-10-24,4014
1885,Shoes,2023-10-01,6571
5123,Cosmetics,2023-09-05,8337
2147,Technology,2023-11-16,3242
3418,Books,2023-10-14,3388
5059,Books,2023-09-26,9828
5362,Books,2023-11-13,3604
3329,Books,2023-09-25,8269
2385,Cosmetics,2023-10-17,4406
5231,Clothing,2023-09-26,3651
2120,Cosmetics,2023-10-28,899
1419,Toys,2023-10-24,5699
2319,Food & Beverage,2023-09-01,8830
5024,Food & Beverage,2023-10-10,832
2587,Food & Beverage,2023-10-25,5280
3240,Toys,2023-09-29,3639
2131,Clothing,2023-10-12,8165
2140,Cosmetics,2023-10-23,675
2191,Food & Beverage,2023-09-17,1469
3475,Clothing,2023-10-31,3363
2853,Clothing,2023-10-17,4787
4403,Clothing,2023-09-02,5577
3447,Clothing,2023-11-29,2847
1916,Books,2023-11-11,1987
1980,Books,2023-09-14,4841
1472,Books,2023-10-28,6134
1119,Shoes,2023-10-07,7086
5023,Food & Beverage,2023-09-30,2124
5442,Books,2023-11-15,1800
5109,Books,2023-10-21,9959
2796,Cosmetics,2023-11-01,3617
4828,Shoes,2023-09-17,8410
4336,Toys,2023-10-31,1113
2719,Books,2023-11-18,3632
2047,Cosmetics,2023-11-13,3191
4579,Technology,2023-11-22,7455
4215,Clothing,2023-09-23,5498
1646,Shoes,2023-09-09,9448
1259,Cosmetics,2023-11-03,4891
2104,Books,2023-10-03,9795
4469,Books,2023-11-16,306
4582,Toys,2023-11-08,8196
4864,Cosmetics,2023-09-23,5389
1830,Food & Beverage,2023-09-07,1174
2844,Toys,2023-11-13,2882
4019,Food & Beverage,2023-10-04,3210
2631,Cosmetics,2023-11-25,3402
3774,Food & Beverage,2023-10-22,7192
3908,Books,2023-11-20,3160
4918,Food & Beverage,2023-10-17,1124
2093,Toys,2023-10-26,8961
3215,Clothing,2023-10-22,4683
4293,Technology,2023-11-18,9422
5722,Shoes,2023-10-07,3200
4912,Food & Beverage,2023-11-15,435
4561,Books,2023-09-25,9283
5676,Food & Beverage,2023-11-13,9883
3718,Shoes,2023-10-03,8350
1796,Technology,2023-11-12,4056
2314,Cosmetics,2023-11-10,5965
1804,Cosmetics,2023-10-19,2006
1722,Cosmetics,2023-09-25,8303
3201,Books,2023-11-24,6064
1977,Clothing,2023-11-17,2614
5749,Technology,2023-09-15,5676
5997,Clothing,2023-11-02,4619
3167,Books,2023-11-16,2262
3352,Technology,2023-09-06,1069
4763,Toys,2023-10-24,8883
5199,Technology,2023-11-15,8182
1157,Cosmetics,2023-10-29,5032
5277,Clothing,2023-09-23,6005
5258,Technology,2023-10-31,3376
3888,Food & Beverage,2023-10-25,5387
1656,Toys,2023-10-02,9292
3254,Shoes,2023-09-20,5676
1113,Food & Beverage,2023-10-28,1209
3253,Shoes,2023-09-03,4215
3727,Food & Beverage,2023-09-21,8653
4234,Books,2023-10-12,4643
3071,Cosmetics,2023-11-14,7081
4604,Shoes,2023-11-02,2389
4003,Food & Beverage,2023-09-30,4750
3231,Toys,2023-09-04,4438
1904,Shoes,2023-09-29,4676
4308,Technology,2023-09-16,4535
3052,Books,2023-11-12,1574
4521,Toys,2023-11-26,8737
5767,Cosmetics,2023-09-13,7056
3580,Toys,2023-10-27,8749
3668,Cosmetics,2023-10-02,1989
5727,Technology,2023-10-12,8966
1334,Food & Beverage,2023-09-26,8161
3207,Food & Beverage,2023-09-28,8881
4037,Shoes,2023-10-14,5408
2004,Technology,2023-10-24,4846
2860,Cosmetics,2023-11-02,5680
5391,Technology,2023-10-01,8432
5008,Clothing,2023-10-09,5772
5911,Technology,2023-10-19,8979
4218,Clothing,2023-11-29,2105
3676,Shoes,2023-09-17,3171
3476,Books,2023-10-09,7568
1073,Technology,2023-09-01,3753
5683,Books,2023-11-23,6165
4482,Clothing,2023-10-06,1434
3822,Shoes,2023-11-15,612
4018,Shoes,2023-10-15,6835
2763,Technology,2023-10-17,7530
2807,Food & Beverage,2023-11-03,5087
3362,Food & Beverage,2023-10-17,1107
4303,Technology,2023-09-04,5216
1907,Cosmetics,2023-10-19,8066
4657,Food & Beverage,2023-10-31,5884
1551,Cosmetics,2023-09-29,8637
4666,Clothing,2023-09-25,1023
5912,Books,2023-11-14,374
3205,Cosmetics,2023-09-16,4674
4421,Food & Beverage,2023-10-04,3872
1433,Clothing,2023-10-18,5193
4425,Toys,2023-09-28,5708
1550,Food & Beverage,2023-10-01,5172
3060,Shoes,2023-10-05,4731
3405,Books,2023-11-24,2911
3988,Toys,2023-10-31,147
3140,Cosmetics,2023-11-14,1435
5939,Technology,2023-11-10,7951
2116,Books,2023-10-30,2101
3961,Technology,2023-11-13,6420
4773,Toys,2023-10-14,2766
4465,Cosmetics,2023-11-14,6205
2949,Technology,2023-11-18,2333
2005,Toys,2023-10-04,7641
3871,Toys,2023-10-18,9446
2312,Clothing,2023-11-08,2537
1351,Shoes,2023-11-08,6591
5607,Cosmetics,2023-11-20,7767
5606,Shoes,2023-09-24,6631
4836,Toys,2023-10-28,5109
1280,Technology,2023-11-11,7404
3579,Technology,2023-10-23,8006
3729,Books,2023-11-24,2089
3255,Food & Beverage,2023-09-30,1983
4341,Books,2023-09-13,702
1840,Toys,2023-09-29,5229
5582,Cosmetics,2023-09-21,7447
5286,Toys,2023-11-08,7051
2291,Technology,2023-11-25,908
5783,Technology,2023-11-05,478
3299,Cosmetics,2023-11-07,3307
2966,Clothing,2023-10-23,6245
2354,Technology,2023-10-12,9391
2211,Technology,2023-10-31,9389
3283,Clothing,2023-10-23,3968
5550,Technology,2023-09-14,3154
2933,Technology,2023-09-15,6185
1130,Technology,2023-10-04,2836
1581,Clothing,2023-10-09,909
1762,Clothing,2023-09-17,6129
4721,Shoes,2023-09-19,2936
3297,Shoes,2023-09-25,4051
2162,Clothing,2023-09-28,229
2101,Shoes,2023-11-28,2316
3861,Clothing,2023-11-16,6859
5081,Food & Beverage,2023-09-07,7852
2240,Books,2023-09-29,5235
1339,Food & Beverage,2023-10-08,4215
2067,Cosmetics,2023-10-13,1968
1559,Books,2023-09-09,7257
5648,Clothing,2023-11-08,3309
2969,Food & Beverage,2023-11-03,8987
1718,Food & Beverage,2023-11-13,2282
2491,Toys,2023-11-15,3342
5761,Books,2023-09-29,8838
1528,Books,2023-10-05,3707
1951,Cosmetics,2023-10-23,2855
4168,Toys,2023-11-09,2301
4141,Toys,2023-09-27,6817
4563,Shoes,2023-09-27,428
2844,Cosmetics,2023-09-03,1565
5104,Cosmetics,2023-10-22,4318
1383,Clothing,2023-11-29,5075
1618,Toys,2023-09-10,5526
2964,Toys,2023-11-20,2862
1061,Books,2023-11-12,6632
4646,Clothing,2023-10-08,5967
2930,Shoes,2023-11-14,7395
4352,Books,2023-09-11,8798
1620,Food & Beverage,2023-09-07,7564
2612,Toys,2023-11-21,9270
4478,Cosmetics,2023-11-13,7115
5022,Food & Beverage,2023-09-13,9222
1039,Food & Beverage,2023-10-09,9048
2945,Food & Beverage,2023-10-18,1348
1089,Toys,2023-11-06,6092
4153,Technology,2023-09-29,6852
4811,Shoes,2023-09-20,4501
1825,Books,2023-11-23,9983
2191,Books,2023-10-03,2179
1596,Technology,2023-11-20,7811
2426,Clothing,2023-09-03,410
5041,Food & Beverage,2023-10-18,4606
4492,Clothing,2023-10-28,9487
5482,Books,2023-11-14,3258
4658,Toys,2023-11-26,5817
2872,Shoes,2023-09-04,2616
4548,Clothing,2023-10-21,6947
5579,Shoes,2023-10-28,3954
5090,Books,2023-11-15,6962
4770,Cosmetics,2023-11-22,3656
1446,Shoes,2023-09-20,9529
2533,Food & Beverage,2023-10-06,4486
2137,Clothing,2023-09-25,5766
5576,Clothing,2023-11-08,6954
1746,Shoes,2023-10-11,3304
5616,Food & Beverage,2023-10-27,7035
1459,Clothing,2023-11-12,3725
5490,Clothing,2023-09-06,8175
2451,Food & Beverage,2023-11-01,4490
1069,Cosmetics,2023-09-20,149
2190,Cosmetics,2023-09-29,2933
1575,Cosmetics,2023-10-03,5954
5329,Cosmetics,2023-09-29,7795
1001,Clothing,2023-09-24,5590
5071,Technology,2023-10-06,6840
1350,Technology,2023-09-05,8058
3176,Clothing,2023-09-28,8699
2924,Cosmetics,2023-09-09,8960
3037,Technology,2023-10-09,1818
4821,Shoes,2023-11-13,2102
5806,Toys,2023-10-26,790
2144,Toys,2023-09-29,8089
1296,Cosmetics,2023-11-28,7609
1934,Technology,2023-11-21,1810
5458,Shoes,2023-09-09,268
1807,Food & Beverage,2023-10-23,7484
4872,Cosmetics,2023-09-27,8380
2142,Cosmetics,2023-11-26,6093
1742,Technology,2023-10-24,8280
3693,Technology,2023-11-24,8812
1162,Shoes,2023-10-10,9385
4756,Clothing,2023-11-14,7555
5520,Clothing,2023-09-08,3197
5003,Food & Beverage,2023-11-14,3280
4127,Toys,2023-11-02,8153
1500,Technology,2023-10-22,3236
1955,Cosmetics,2023-10-12,4534
1511,Shoes,2023-10-08,7736
3506,Food & Beverage,2023-11-04,1082
4407,Technology,2023-09-11,3736
1729,Shoes,2023-09-18,1491
4925,Food & Beverage,2023-09-26,1106
1991,Technology,2023-10-05,8489
5984,Technology,2023-10-25,7827
1175,Books,2023-09-30,3838
1269,Toys,2023-10-05,9071
1896,Toys,2023-10-14,7225
2607,Toys,2023-09-07,5915
2860,Food & Beverage,2023-10-10,8085
2232,Clothing,2023-10-10,3568
5123,Cosmetics,2023-09-20,2027
5713,Books,2023-09-23,6201
5962,Books,2023-09-30,6520
5867,Cosmetics,2023-11-14,8003
2755,Shoes,2023-11-23,4159
5060,Shoes,2023-10-27,1254
4380,Food & Beverage,2023-10-27,9058
5075,Food & Beverage,2023-11-03,7529
2086,Technology,2023-10-08,1755
4103,Toys,2023-10-23,8669
2721,Food & Beverage,2023-10-11,6148
5889,Technology,2023-11-09,8971
4469,Books,2023-11-02,6340
1107,Food & Beverage,2023-10-11,7917
3011,Books,2023-10-10,3544
4235,Food & Beverage,2023-10-27,4045
5040,Cosmetics,2023-09-07,7007
4498,Toys,2023-10-01,8638
5143,Books,2023-09-30,4628
3565,Clothing,2023-11-04,2610
3847,Toys,2023-11-17,4219
2276,Technology,2023-09-21,4927
4681,Books,2023-10-08,4655
3241,Shoes,2023-10-04,689
2417,Cosmetics,2023-11-04,1512
2195,Cosmetics,2023-10-19,8679
2351,Shoes,2023-10-18,8162
3504,Food & Beverage,2023-11-28,879
2040,Clothing,2023-09-12,7888
4925,Cosmetics,2023-11-26,3818
3063,Shoes,2023-11-17,9998
5635,Technology,2023-09-23,7000
3056,Cosmetics,2023-10-06,5854
5463,Food & Beverage,2023-11-22,6369
3276,Technology,2023-10-04,8780
1777,Food & Beverage,2023-11-13,6043
5556,Toys,2023-10-02,2202
1054,Cosmetics,2023-09-30,1719
1930,Toys,2023-10-31,6808
5164,Toys,2023-09-10,9543
3814,Books,2023-11-05,789
1059,Books,2023-10-02,6143
3555,Books,2023-11-27,6831
1727,Cosmetics,2023-09-30,7102
3265,Books,2023-09-28,7086
1919,Clothing,2023-09-01,8073
5932,Clothing,2023-10-11,1805
2191,Technology,2023-09-05,6226
3470,Cosmetics,2023-09-20,2335
1269,Shoes,2023-10-31,3321
4808,Books,2023-09-20,8203
3588,Books,2023-10-31,3072
3241,Clothing,2023-10-25,6626
1140,Books,2023-10-28,7088
5049,Shoes,2023-11-03,810
1539,Shoes,2023-09-01,5213
1553,Toys,2023-10-01,2138
1320,Cosmetics,2023-10-16,4360
3514,Cosmetics,2023-11-09,9406
1503,Technology,2023-10-04,354
4883,Clothing,2023-09-04,8484
1804,Clothing,2023-09-27,2821
1832,Toys,2023-11-09,586
2538,Technology,2023-11-26,2638
4352,Clothing,2023-10-25,1117
3759,Shoes,2023-09-18,6879
2759,Shoes,2023-11-16,1525
5310,Books,2023-10-31,2973
3558,Books,2023-11-02,3363
2339,Shoes,2023-10-16,8639
4732,Technology,2023-09-29,5346
4044,Technology,2023-10-19,2721
4272,Shoes,2023-11-05,1990
1258,Books,2023-10-24,4095
5525,Food & Beverage,2023-11-01,7330
1396,Technology,2023-10-23,9765
1037,Toys,2023-11-24,4054
2447,Toys,2023-11-13,3042
5903,Cosmetics,2023-11-19,1019
2847,Food & Beverage,2023-11-09,2707
4384,Toys,2023-09-10,3142
1391,Food & Beverage,2023-10-05,4518
3446,Food & Beverage,2023-11-12,9057
4829,Shoes,2023-11-05,4932
3859,Toys,2023-10-10,693
3844,Cosmetics,2023-10-30,6670
5093,Clothing,2023-10-13,2970
4954,Technology,2023-09-27,5644
4295,Books,2023-09-18,3934
1524,Technology,2023-09-18,5341
1710,Technology,2023-10-03,4126
1908,Clothing,2023-10-17,6873
1551,Toys,2023-11-14,8971
2726,Technology,2023-09-15,2532
5420,Books,2023-11-15,7154
3426,Cosmetics,2023-09-06,759
1575,Cosmetics,2023-10-06,5233
2843,Food & Beverage,2023-09-16,4447
2355,Technology,2023-09-11,8613
2086,Shoes,2023-11-16,6110
5028,Clothing,2023-11-16,8796
4025,Clothing,2023-09-27,466
5319,Clothing,2023-10-27,3607
5828,Food & Beverage,2023-11-06,2623
3127,Technology,2023-10-20,5306
4789,Shoes,2023-10-17,1504
3121,Technology,2023-11-15,5123
3614,Toys,2023-11-04,8489
2859,Shoes,2023-11-14,1366
4993,Cosmetics,2023-10-29,2578
3117,Food & Beverage,2023-10-29,3827
2859,Books,2023-10-28,8194
5153,Food & Beverage,2023-10-07,9385
1214,Books,2023-09-08,4457
5774,Clothing,2023-10-20,9116
4276,Technology,2023-10-21,7508
3460,Toys,2023-09-17,9607
1678,Cosmetics,2023-09-26,3900
1320,Cosmetics,2023-11-19,2036
5406,Clothing,2023-11-20,1330
2975,Books,2023-11-29,1763
2523,Clothing,2023-11-09,5679
2097,Clothing,2023-11-01,4073
3111,Cosmetics,2023-10-14,4658
4001,Shoes,2023-11-18,9199
5028,Clothing,2023-11-21,1040
4346,Technology,2023-10-18,957
5179,Clothing,2023-11-01,7969
5213,Toys,2023-09-22,7550
1833,Cosmetics,2023-11-23,2079
3150,Technology,2023-09-06,2178
1241,Clothing,2023-09-03,5881
5339,Clothing,2023-09-18,2229
5600,Books,2023-11-19,207
3122,Technology,2023-09-20,4761
4618,Shoes,2023-10-12,8287
4768,Cosmetics,2023-10-05,2959
1508,Toys,2023-10-25,3294
3568,Books,2023-09-21,452
3112,Food & Beverage,2023-09-05,5612
2393,Clothing,2023-11-20,349
4280,Books,2023-10-09,6398
3018,Toys,2023-10-04,4461
2940,Technology,2023-09-10,604
1744,Books,2023-10-13,5394
3548,Books,2023-10-25,1437
1234,Toys,2023-09-04,3580
3970,Technology,2023-10-30,9497
3052,Shoes,2023-10-24,2000
1635,Technology,2023-10-16,636
2021,Technology,2023-10-11,2635
5108,Books,2023-09-23,6622
4988,Cosmetics,2023-10-13,9202
4785,Food & Beverage,2023-10-03,4578
1858,Clothing,2023-10-22,4971
3568,Toys,2023-11-08,2155
3663,Books,2023-10-05,8038
2173,Cosmetics,2023-10-26,2236
5549,Books,2023-09-01,5692
1986,Food & Beverage,2023-10-26,2879
3395,Food & Beverage,2023-10-22,3790
2831,Toys,2023-09-06,457
5106,Books,2023-09-06,8207
2582,Shoes,2023-09-15,5610
5244,Cosmetics,2023-09-12,1725
5603,Clothing,2023-09-26,7645
1094,Toys,2023-09-04,3020
3001,Cosmetics,2023-10-20,8924
4021,Technology,2023-10-03,2079
5177,Toys,2023-09-15,1108
4826,Toys,2023-09-21,1843
2587,Technology,2023-09-06,1427
3606,Shoes,2023-09-16,7153
4889,Cosmetics,2023-11-23,7178
1409,Toys,2023-10-25,7335
3674,Clothing,2023-10-20,857
3926,Cosmetics,2023-10-06,8336
5645,Technology,2023-09-14,3635
1487,Books,2023-11-08,9146
5630,Food & Beverage,2023-09-09,8031
4693,Books,2023-11-14,3419
3099,Shoes,2023-10-09,4884
2129,Food & Beverage,2023-09-18,4799
1918,Shoes,2023-11-29,3548
4544,Shoes,2023-10-15,256
3684,Toys,2023-10-17,6553
4765,Food & Beverage,2023-11-11,5984
1642,Food & Beverage,2023-09-27,7900
1421,Clothing,2023-11-04,6342
4832,Food & Beverage,2023-09-10,6206
5047,Toys,2023-10-15,9664
5735,Clothing,2023-09-22,2545
3487,Food & Beverage,2023-11-08,9385
4220,Technology,2023-10-29,4939
2893,Books,2023-09-10,6739
1175,Technology,2023-09-30,4490
4546,Books,2023-10-23,1327
4511,Shoes,2023-11-29,6565
2071,Books,2023-09-03,6138
4730,Shoes,2023-11-06,7770
1804,Shoes,2023-10-08,872
1641,Shoes,2023-10-11,5473
4858,Shoes,2023-11-16,9289
1595,Technology,2023-11-19,3037
3055,Toys,2023-11-19,7262
3894,Clothing,2023-10-29,2224
2315,Food & Beverage,2023-09-13,2356
3619,Cosmetics,2023-11-28,8430
3052,Toys,2023-10-26,3451
5479,Cosmetics,2023-09-06,8561
4430,Food & Beverage,2023-11-17,4574
5049,Clothing,2023-10-05,6027
2047,Technology,2023-11-03,578
1629,Shoes,2023-10-25,2759
4711,Books,2023-11-01,2995
2976,Toys,2023-11-15,1959
4582,Clothing,2023-10-23,6198
1770,Shoes,2023-11-15,9140
2821,Cosmetics,2023-10-04,2247
1486,Cosmetics,2023-09-13,5480
3823,Technology,2023-10-13,820
4636,Shoes,2023-11-03,4390
1251,Clothing,2023-11-05,4661
5552,Cosmetics,2023-10-06,4482
4076,Technology,2023-11-17,6748
3736,Technology,2023-09-15,1006
3205,Technology,2023-11-13,5854
4554,Food & Beverage,2023-10-26,8752
5719,Shoes,2023-11-17,7769
5044,Clothing,2023-10-03,444
5470,Food & Beverage,2023-10-14,8903
2503,Food & Beverage,2023-10-18,4965
4244,Clothing,2023-11-17,2438
2086,Cosmetics,2023-10-10,5264
2396,Food & Beverage,2023-10-29,8690
3555,Shoes,2023-09-11,7137
5113,Clothing,2023-11-14,3159
4871,Clothing,2023-09-22,6664
4638,Books,2023-09-09,7277
2405,Cosmetics,2023-10-12,1754
4510,Technology,2023-09-21,8998
4950,Books,2023-10-24,6332
3906,Toys,2023-10-18,5294
1444,Shoes,2023-11-02,8547
2756,Shoes,2023-09-04,1724
5344,Clothing,2023-09-11,5187
5656,Clothing,2023-11-27,6190
1429,Shoes,2023-11-06,1397
5016,Clothing,2023-10-06,1039
4447,Books,2023-10-08,5097
2979,Clothing,2023-11-04,3017
5578,Books,2023-10-01,2791
2562,Technology,2023-10-18,3628
4303,Toys,2023-10-16,4051
3705,Food & Beverage,2023-10-13,1148
4591,Cosmetics,2023-10-25,9417
2580,Cosmetics,2023-11-26,1306
5055,Food & Beverage,2023-11-09,1321
1133,Food & Beverage,2023-09-25,8675
5905,Books,2023-10-27,9079
1669,Technology,2023-10-04,5547
3931,Books,2023-11-16,734
2805,Technology,2023-10-15,8454
5870,Technology,2023-10-28,6383
5883,Technology,2023-10-06,5710
4381,Clothing,2023-11-02,3429
3809,Technology,2023-09-20,2621
5723,Cosmetics,2023-09-16,3324
4824,Books,2023-11-14,7799
1933,Toys,2023-09-04,7073
4707,Toys,2023-09-14,8789
4394,Clothing,2023-11-29,6491
1014,Cosmetics,2023-09-15,630
2713,Food & Beverage,2023-10-08,4376
2929,Shoes,2023-11-01,6539
1007,Clothing,2023-09-03,2557
3771,Books,2023-10-09,4027
1910,Cosmetics,2023-09-16,8971
2943,Food & Beverage,2023-10-14,1886
5094,Toys,2023-10-06,8920
5083,Toys,2023-10-24,3057
4079,Cosmetics,2023-11-05,4974
2973,Food & Beverage,2023-09-20,1674
4783,Shoes,2023-10-29,3183
5771,Technology,2023-09-11,9608
5699,Clothing,2023-10-23,7129
4096,Books,2023-10-03,1449
4548,Toys,2023-09-11,8948
3840,Clothing,2023-11-12,1902
3696,Toys,2023-09-03,5003
4764,Cosmetics,2023-10-11,9392
3352,Toys,2023-09-16,6014
4012,Shoes,2023-11-05,8136
4570,Clothing,2023-09-13,6428
1280,Technology,2023-10-01,3111
3742,Toys,2023-10-07,7215
3434,Shoes,2023-11-14,5585
1350,Shoes,2023-11-20,4035
3275,Technology,2023-10-07,3928
1616,Books,2023-11-06,3148
2890,Technology,2023-09-05,3430
3557,Toys,2023-09-06,5987
3368,Shoes,2023-10-03,1050
5421,Technology,2023-11-04,183
4066,Shoes,2023-10-22,5127
3198,Books,2023-09-20,7080
1440,Toys,2023-10-28,1036
1399,Technology,2023-10-07,5053
1295,Food & Beverage,2023-10-09,5956
2454,Shoes,2023-11-28,931
1111,Toys,2023-11-19,6461
1938,Books,2023-09-06,3639
3504,Food & Beverage,2023-09-30,9123
1241,Clothing,2023-10-04,690
2248,Books,2023-11-04,1819
1412,Cosmetics,2023-09-18,1299
2158,Technology,2023-09-30,4009
3662,Technology,2023-11-03,2436
5133,Technology,2023-10-02,6020
4261,Toys,2023-11-19,9160
1673,Books,2023-11-04,6479
4836,Cosmetics,2023-11-16,9375
4688,Clothing,2023-09-24,6595
2615,Food & Beverage,2023-09-19,4045
5949,Shoes,2023-10-17,419
